============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.15-s080_1
  Generated on:           Feb 23 2025  03:29:34 am
  Module:                 picorv32
  Technology libraries:   slow_vdd1v0 1.0
                          physical_cells 
  Operating conditions:   PVT_0P9V_125C 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                 
   Gate     Instances    Area        Library    
EDFFX2             29    267.786    slow_vdd1v0 
EDFFXL             23    220.248    slow_vdd1v0 
INVX1             435    297.540    slow_vdd1v0 
INVX12              8     32.832    slow_vdd1v0 
INVX16              1      5.472    slow_vdd1v0 
INVX2             182    186.732    slow_vdd1v0 
INVX20              4     25.992    slow_vdd1v0 
INVX3             122    166.896    slow_vdd1v0 
INVX4               4      6.840    slow_vdd1v0 
INVX6               6     14.364    slow_vdd1v0 
INVX8               2      6.156    slow_vdd1v0 
INVXL              30     20.520    slow_vdd1v0 
MDFFHQX1            1      8.550    slow_vdd1v0 
MDFFHQX4           46    424.764    slow_vdd1v0 
MDFFHQX8           17    191.862    slow_vdd1v0 
MX2X1              85    203.490    slow_vdd1v0 
MXI2X1             13     35.568    slow_vdd1v0 
MXI2X2              9     40.014    slow_vdd1v0 
MXI2X4              1      5.130    slow_vdd1v0 
MXI2XL             66    158.004    slow_vdd1v0 
NAND2BX1          182    248.976    slow_vdd1v0 
NAND2BX2           93    222.642    slow_vdd1v0 
NAND2BX4           63    237.006    slow_vdd1v0 
NAND2BXL            3      4.104    slow_vdd1v0 
NAND2X1           440    451.440    slow_vdd1v0 
NAND2X2           267    456.570    slow_vdd1v0 
NAND2X4           196    670.320    slow_vdd1v0 
NAND2X6            97    464.436    slow_vdd1v0 
NAND2X8            57    311.904    slow_vdd1v0 
NAND2XL             5      5.130    slow_vdd1v0 
NAND3BX1           33     67.716    slow_vdd1v0 
NAND3BX2           17     52.326    slow_vdd1v0 
NAND3BX4            7     35.910    slow_vdd1v0 
NAND3X1            72    123.120    slow_vdd1v0 
NAND3X2            41    112.176    slow_vdd1v0 
NAND3X4            29    138.852    slow_vdd1v0 
NAND3X6             1      7.182    slow_vdd1v0 
NAND3X8             1      8.208    slow_vdd1v0 
NAND4BX2            1      4.446    slow_vdd1v0 
NAND4X2             3     11.286    slow_vdd1v0 
NAND4X4             5     34.200    slow_vdd1v0 
NOR2BX1           222    303.696    slow_vdd1v0 
NOR2BX2            43    117.648    slow_vdd1v0 
NOR2BX4            19     71.478    slow_vdd1v0 
NOR2X1            538    551.988    slow_vdd1v0 
NOR2X2            263    449.730    slow_vdd1v0 
NOR2X4            333   1024.974    slow_vdd1v0 
NOR2X6            188    771.552    slow_vdd1v0 
NOR2X8            116    634.752    slow_vdd1v0 
NOR2XL             24     24.624    slow_vdd1v0 
NOR3BX1            13     26.676    slow_vdd1v0 
NOR3BX2             7     23.940    slow_vdd1v0 
NOR3BX4             9     52.326    slow_vdd1v0 
NOR3BXL             1      2.052    slow_vdd1v0 
NOR3X1             12     20.520    slow_vdd1v0 
NOR3X2             11     30.096    slow_vdd1v0 
NOR3X4             36    184.680    slow_vdd1v0 
NOR3X6             27    193.914    slow_vdd1v0 
NOR3X8             15    133.380    slow_vdd1v0 
NOR4BBX1            1      2.736    slow_vdd1v0 
NOR4BX2             1      4.788    slow_vdd1v0 
NOR4X1              9     15.390    slow_vdd1v0 
NOR4X2             10     34.200    slow_vdd1v0 
NOR4X4              1      6.498    slow_vdd1v0 
NOR4X6              1      8.208    slow_vdd1v0 
NOR4XL              1      2.052    slow_vdd1v0 
OA21X1             85    174.420    slow_vdd1v0 
OA21X2              1      3.078    slow_vdd1v0 
OA21X4              3     11.286    slow_vdd1v0 
OA22X1             57    136.458    slow_vdd1v0 
OA22X4             21     86.184    slow_vdd1v0 
OAI211X1           52     88.920    slow_vdd1v0 
OAI21X1            92    157.320    slow_vdd1v0 
OAI21X2           138    424.764    slow_vdd1v0 
OAI21X4           173    828.324    slow_vdd1v0 
OAI21XL            15     25.650    slow_vdd1v0 
OAI221X1            2      4.788    slow_vdd1v0 
OAI221X2            1      4.788    slow_vdd1v0 
OAI221X4            1      7.866    slow_vdd1v0 
OAI22X1           120    246.240    slow_vdd1v0 
OAI22X2           162    554.040    slow_vdd1v0 
OAI22X4           107    695.286    slow_vdd1v0 
OAI22XL             2      4.104    slow_vdd1v0 
OAI2BB1X1         218    372.780    slow_vdd1v0 
OAI2BB1X2          75    230.850    slow_vdd1v0 
OAI2BB1X4          39    173.394    slow_vdd1v0 
OAI2BB1XL           2      4.104    slow_vdd1v0 
OAI2BB2X1          13     53.352    slow_vdd1v0 
OAI2BB2X2          49    268.128    slow_vdd1v0 
OAI2BB2X4          21    179.550    slow_vdd1v0 
OAI31X1            29     59.508    slow_vdd1v0 
OAI31X2            13     48.906    slow_vdd1v0 
OAI31X4            10     68.400    slow_vdd1v0 
OAI31XL             1      2.394    slow_vdd1v0 
OAI32X1             6     14.364    slow_vdd1v0 
OAI32X2             3     13.338    slow_vdd1v0 
OAI32X4             2     16.416    slow_vdd1v0 
OAI33X1             1      2.736    slow_vdd1v0 
OR2X1             210    287.280    slow_vdd1v0 
OR2X2              16     27.360    slow_vdd1v0 
OR2X4              16     43.776    slow_vdd1v0 
OR2X6              37    139.194    slow_vdd1v0 
OR2X8               2      8.892    slow_vdd1v0 
OR3X1              31     63.612    slow_vdd1v0 
OR3X2               2      4.788    slow_vdd1v0 
OR3X4               1      3.078    slow_vdd1v0 
OR3X6               1      4.788    slow_vdd1v0 
OR4X1              51    104.652    slow_vdd1v0 
OR4X4               1      3.762    slow_vdd1v0 
OR4X6               2     10.944    slow_vdd1v0 
SMDFFHQX1           2     20.520    slow_vdd1v0 
XNOR2X1           289    691.866    slow_vdd1v0 
XNOR2X2             1      3.078    slow_vdd1v0 
XNOR2X4             1      3.762    slow_vdd1v0 
XNOR3X1            32    240.768    slow_vdd1v0 
XNOR3XL             1      7.524    slow_vdd1v0 
XOR2X1             33     90.288    slow_vdd1v0 
XOR3X1             26    195.624    slow_vdd1v0 
XOR3XL              3     22.572    slow_vdd1v0 
------------------------------------------------
total           13611  48259.962                


                                          
     Type      Instances    Area   Area % 
------------------------------------------
sequential          1961 15017.562   31.1 
inverter            1286  2254.464    4.7 
buffer               675  3163.500    6.6 
logic               9689 27824.436   57.7 
physical_cells         0     0.000    0.0 
------------------------------------------
total              13611 48259.962  100.0 

